Article,Statut,Prix (€),Prix de vente initial (€),Frais de livraison (€),Suivi par (personnes),Vendus,Lien du produit
"SAMSUNG KEYSTONE 2 (UNKNOWN CARRIER) CLEAN ESN, UNTESTED, PLEASE READ!! 58145",Professionnel,"12,00",N/A,"245,95",0,0,https://www.ebay.fr/itm/176030941848?itmmeta=01J0C5D9FE6X3XYZB5EQAZ9YCC&hash=item28fc430298:g:xO8AAOSwFs9lUp3d
AT&T  Prepaid Smartphone Radiant Max 32GB - Cobalt Blue - Factory Sealed,Particulier,"71,48",N/A,"29,12",0,0,https://www.ebay.fr/p/6051836393?iid=156024048345&rt=nc
Nouvelle annonceMotorola moto G Play (2023) - 32GB - Navy Blue,Particulier,"78,91",N/A,"37,60",0,0,https://www.ebay.fr/p/12061703591?iid=355793098665&rt=nc
Tracfone Motorola C139 Prepaid Mobile Cell Phone Wireless New Factory sealed NOS,Particulier,"26,90",N/A,"80,88",0,0,https://www.ebay.fr/itm/394240130248?itmmeta=01J0C5D9FE1Y92NT09DAR3JMEN&hash=item5bca8afcc8:g:HsgAAOSwkIxjH5Pj
A95 8/128GB 3G / LTE / GPS Twilight Gold Unlocked,Particulier,"284,34",N/A,Livraison gratuite,0,0,https://www.ebay.fr/itm/285903977640?itmmeta=01J0C5D9FEXBTWB929583GBXNT&hash=item4291347ca8:g:3okAAOSwOHdjQXzI
AT&T Prepaid Motivate 4 (32GB) Smartphone - Blue (N) 161523,Particulier,"32,48",N/A,"35,74",0,0,https://www.ebay.fr/itm/335306134097?itmmeta=01J0C5D9FEVE069PS71J4XMS0B&hash=item4e11cd9251:g:624AAOSwIyRl9dMQ
"Nouvelle annonceUnlocked Samsung Galaxy Z Flip5 SM-F731U 6.7"" 256GB 12MP WiFi NFC 5G 4G LTE Mint",Professionnel,"482,75",N/A,"43,51",0,0,https://www.ebay.fr/p/19062633793?iid=196444277011&rt=nc
"ZTE AWE (VIRGIN MOBILE) CLEAN ESN, WORKS, PLEASE READ!! 58982",Professionnel,"13,88",N/A,"245,95",0,0,https://www.ebay.fr/itm/186247620440?itmmeta=01J0C5D9FE5BN4AMTT5HKD1F33&hash=item2b5d392758:g:ke0AAOSwgGxlnwXF
UMIDIGI A13S 4GB+32GB Unlocked Smartphone Android Dual SIM International Version,Professionnel,"74,26",N/A,"29,22",0,0,https://www.ebay.fr/itm/285601794398?itmmeta=01J0C5D9FE9KT5J239EWAG7BXR&hash=item427f31895e:g:fGAAAOSwHc1iRBmT&amdata=enc%3AAQAJAAAA0FvfqWMT0W%2B5P1E%2Ffsf02KT36Dc%2BZ6rBaYHHZqr1q5SiOoVj%2FClI0OjqJnnXbijjY0pjgn4tHJWTaqo%2BPvbDo%2B0sFQfHumKVHxCKem3gZKXqBrpuvGIKKEhr3G8R1flVpDi24zEkYllX2ZD4TQCQEmdcttRZTimh2HbRKEnEO4S39j5DrllQdcFziFqZMNlr5UNGNB30wCzKYr1X9b%2FTe4rxHxkqNiYxS8hr7%2Bi3zbOFFMQWkA86GhCWgynT2WIhZE%2B5Kda91X21h%2BlRoRVwZ1o%3D%7Ctkp%3ABFBM6Je1hYNk&var=587586700045
Kyocera DuraTR - E4750 8GB - Black Sprint 4G LTE PTT Rugged Cell Phone OPEN BOX,Professionnel,"74,26",N/A,"29,22",0,0,https://www.ebay.fr/itm/334832759318?itmmeta=01J0C5D9FEZTQRZ4G3X3013TR3&hash=item4df5967216:g:3hwAAOSwUV1kOavV&amdata=enc%3AAQAJAAAA0PeYzh6Ua1SWoyR%2FvoTPETkrbgcQsfDUFJ%2FXzvdSYphF6AGB7ykOYnoKf%2BlGFjBSirhXEWGZkq5WapaBfCQwMrLO0AY9Rjeg%2FKt1qxowlnYhipUHndQIG6jNEEvc9uiH%2BD1zf3QcqyYxqhL0LyjoH5O%2FeHL6nJY4ZXSMK%2FbZyaHKvz9htAgyc9jt1L7Xx2UsZ7gUZILWLEQYxNvoPX4wNySiEmiiH67lmh3eYS2Z0Qv4Pdr0pa0yzn%2F3hHcnRkCOluzQT9e8gnv7k3uePlgVl%2Fk%3D%7Ctkp%3ABFBM6Je1hYNk
"SAMSUNG SGH-T105G (UNKNOWN CARRIER) CLEAN ESN, WORKS, PLEASE READ!! 59563",Professionnel,"14,93",N/A,"245,95",0,0,https://www.ebay.fr/itm/176258970951?itmmeta=01J0C5DGJ2BF9JF4XANBSNAPFW&hash=item2909da7547:g:Wq8AAOSwbXll3QLx
Cricket MSGM8 II - Black (Cricket) Cellular Phone brand new,Particulier,"27,84",N/A,"27,59",0,0,https://www.ebay.fr/itm/116203481663?itmmeta=01J0C5DGJ2FPMC2R5EWQ0S7J48&hash=item1b0e446a3f:g:OsAAAOSwfLxmTWA~
Nouvelle annonceSamsung Galaxy S24 Plus 5G Case Hard Back Soft Silicone Shockproof Durable Cover,Particulier,"13,92",N/A,"19,61",0,0,https://www.ebay.fr/itm/166822428966?itmmeta=01J0C5DGJ2SRQT6HZJS087HR9V&hash=item26d7644126:g:MxkAAOSwyppmbDM2
"LG K32 (UNKNOWN CARRIER) CLEAN ESN, WORKS, PLEASE READ! 50996",Professionnel,"7,42",N/A,"245,95",0,0,https://www.ebay.fr/itm/175372277490?itmmeta=01J0C5DGJ2MHAS153KME3B69F8&hash=item28d50096f2:g:Vm8AAOSwR3hi6qj-
"MOTOROLA EX225 (UNKNOWN CARRIER) CLEAN ESN, UNTESTED, PLEASE READ!! 60350",Professionnel,"27,84",N/A,"245,95",0,0,https://www.ebay.fr/itm/186441771676?itmmeta=01J0C5DGJ221FYZMVTWW7MD578&hash=item2b68cbaa9c:g:Mi0AAOSwjxtmQ6wh
MOTOROLA FLARE WAVE 1995 ORIGINALE NUOVO DA ESPOSIZIONE UNICO + BATT.ORIGINALE,Particulier,"289,99",N/A,"39,99",0,0,https://www.ebay.fr/itm/114945257093?itmmeta=01J0C5DGJ22WFSHA1ZCAH91KV1&hash=item1ac3456e85:g:rL8AAOSwn-tZHCvf
Lot of 10 Motorola i706  Nextel (Please see notes),Professionnel,"116,05",N/A,"44,61",1,0,https://www.ebay.fr/itm/203975960884?itmmeta=01J0C5DGJ2YN407CE5M9XK9T32&hash=item2f7dea2934:g:f-cAAOSwUBtmBEiY
10 5G 6/128gb 3G / LTE / GPS Silver Unlocked,Particulier,"231,02",N/A,Livraison gratuite,0,0,https://www.ebay.fr/itm/285902270490?itmmeta=01J0C5DGJ2R5JQ1YENPH2YBRDC&hash=item42911a701a:g:0kMAAOSwSmRjSR7R
Téléphone portable Android Freeyond F9S 2 Go + 64 Go 4 G noir octa-core débloqué NEUF,Professionnel,"158,82",N/A,Livraison gratuite,0,0,https://www.ebay.fr/itm/235486347232?itmmeta=01J0C5DGJ20KE7GAK111GQ073X&hash=item36d4147fe0:g:174AAOSwhz9lxIx0
"Samsung Galaxy J7 Nxt Duos with Dual-SIM J701F/DS J701F Android Phone 5.5"" 13MP",Professionnel,"84,66","89,11",Livraison gratuite,0,0,https://www.ebay.fr/p/25025833561?iid=196144694232&var=495994844196&rt=nc
"Serrano 3 by Hot Pepper 5.5"" Display 16GB, 2GB RAM (HPP-L55B)  Black, Unlocked",Particulier,"46,41",N/A,"36,46",0,0,https://www.ebay.fr/itm/266003235745?itmmeta=01J0C5DGJ2ZWM2REHTZV6P879A&hash=item3def0743a1:g:xcoAAOSw14ljfQOm
BV4900s 2/32Gb 3G Green Unlocked,Particulier,"118,48",N/A,Livraison gratuite,0,0,https://www.ebay.fr/itm/285902270467?itmmeta=01J0C5DGJ266FVAXA5KPM5S5YX&hash=item42911a7003:g:cPoAAOSw5jtjkzhp
Dual SIM Samsung Galaxy A50 SM-A505FD 64GB ROM 4GB RAM Phone Android,Professionnel,"122,38","130,19",Livraison gratuite,0,0,https://www.ebay.fr/itm/145563097982?itmmeta=01J0C5DGJ2MEB9Y1MJA7BP5FW5&hash=item21e43c9b7e:g:3bAAAOSwu-RisT5j&var=444706695047
WP20 Pro 4/64Gb 3G / LTE Orange Unlocked,Particulier,"197,46",N/A,Livraison gratuite,0,0,https://www.ebay.fr/itm/285881317766?itmmeta=01J0C5DGJ2V59KTJMTSHASKEM6&hash=item428fdab986:g:24kAAOSwf5xjocKM
C25Y 4/64GB 3G / LTE / GPS Blue Unlocked,Particulier,"157,62",N/A,Livraison gratuite,0,0,https://www.ebay.fr/itm/285900432655?itmmeta=01J0C5DGJ2QNC6Q0EGY28QSJDH&hash=item4290fe650f:g:mssAAOSwkAtjTWBQ
Samsung,Particulier,"23,21",N/A,"33,67",0,0,https://www.ebay.fr/itm/235539721548?itmmeta=01J0C5DGJ2JBS3PH9GXBF9C10W&hash=item36d742ed4c:g:hiQAAOSwT69mLQFB
Nouvelle annonceNokia  G50 5G 64GB ROM 4GB RAM Unlocked 6.82''smart phone 48.0MP,Professionnel,"135,53",N/A,Livraison gratuite,0,0,https://www.ebay.fr/itm/176422473615?itmmeta=01J0C5DGJ2BW7NWFYBDJYDGXRV&hash=item2913994f8f:g:00UAAOSwIq5mamoM&var=475970536527
Téléphones mobiles Bluetooth N72 d'origine Nokia N72 2G GSM radio FM 2 MÉGAP appareil photo Jave,Professionnel,"36,62",N/A,Livraison gratuite,0,0,https://www.ebay.fr/itm/285861915592?itmmeta=01J0C5DGJ2MFWVBHK9CXBTXXKQ&hash=item428eb2abc8:g:vfsAAOSwxSRmOLoL&var=587891793987
Unlocked Black Motorola XT800 3.7 inches Original 5.0MP Camera WIFI,Professionnel,"67,02","70,55",Livraison gratuite,0,0,https://www.ebay.fr/itm/363331530540?itmmeta=01J0C5DGJ2S5G09P32WCDAHPH9&hash=item54983f2f2c:g:UnwAAOSwLnBX4p1C
Nouvelle annonceSamsung Galaxy Note 4 SM-N910T3 T-Mobile Unlocked 32GB Black Good,"Free Shipping, Free 30 Day Returns","37,13",N/A,"27,92",0,0,https://www.ebay.fr/itm/176423910811?itmmeta=01J0C5DGJ2EFXZ3YTK0RA5WXGE&hash=item2913af3d9b:g:slIAAOSwA9Jma7vx
"MOTOROLA T731C (U.S. CELLULAR) CLEAN ESN, UNTESTED, PLEASE READ!! 58264",Professionnel,"12,00",N/A,"245,95",0,0,https://www.ebay.fr/itm/186175030194?itmmeta=01J0C5DGJ22EYFVH894JTK2SMA&hash=item2b58e583b2:g:nWkAAOSwz5plXNNS
Téléphone portable Android Freeyond F9S 2 Go + 64 Go 4 G jaune octa-core débloqué NEUF,Professionnel,"158,82",N/A,Livraison gratuite,0,0,https://www.ebay.fr/itm/235486348559?itmmeta=01J0C5DGJ20T20AC87DY02X7JQ&hash=item36d414850f:g:1mMAAOSwcmtlxI2G
LG V20 H910 (For AT&T) Unlocked 64GB+4GB Fingerprint 4G Smartphone-New Sealed,Professionnel,"98,41",N/A,Livraison gratuite,0,0,https://www.ebay.fr/p/27019003552?iid=334866291079&var=544031855850&rt=nc
For Motorola Moto G Stylus 5G 2021 6.8 Inch Shockproof Hybrid Glow Case Cover,Professionnel,"10,13","10,66","26,98",0,0,https://www.ebay.fr/itm/176048699543?itmmeta=01J0C5DGJ3A1K0J8BS6AZMP4CF&hash=item28fd51f897:g:7WwAAOSwfz9k5WLf
X93 2/16 Go 3G/LTE noir débloqué,Particulier,"119,79",N/A,Livraison gratuite,0,0,https://www.ebay.fr/itm/285882611323?itmmeta=01J0C5DGJ31FYJBVC21DEGSX27&hash=item428fee767b:g:PhkAAOSwAABjmFJ-
"APPLE IPHONE 6, 32GB (BOOST MOBILE) WORKS, PLEASE READ!! 59653",Professionnel,"40,14",N/A,"245,95",0,0,https://www.ebay.fr/itm/186331515264?itmmeta=01J0C5DGJ3HQHHV88TTY8EWN0Y&hash=item2b62394980:g:FhcAAOSwQkdl6Lvd
UTStarcom GTX75 - Silver *DEFECTIVE,Professionnel,"37,13",N/A,"36,50",0,0,https://www.ebay.fr/itm/116157384414?itmmeta=01J0C5DGJ3YN9BPZ6JMCWDGE5S&hash=item1b0b8506de:g:8cQAAOSwon1lz5zb
Nouvelle annonceSamsung Galaxy Xcover Pro SM-G715FN/DS 64GB Unlocked 6.3''smart phone,Professionnel,"108,61  à 123,46",N/A,Livraison gratuite,0,0,https://www.ebay.fr/itm/186492801347?itmmeta=01J0C5DGJ322C9RP1YBB7W3CA4&hash=item2b6bd65143:g:aaQAAOSwkqRmaoJC&var=694544248833
Original HTC Desire 310 3G 5MP GPS WIFI GPS 4.5'' TouchScreen Wi-Fi Unlocked,Professionnel,"61,15","64,37",Livraison gratuite,0,0,https://www.ebay.fr/itm/363372759227?itmmeta=01J0C5DGJ316SRY59ZH6Y866N6&hash=item549ab448bb:g:7jAAAOSwh9hZ90I7&var=632589886793
Nouvelle annonceSamsung Galaxy A13 5G (SM-A136U) 64GB - Black (T-Mobile) Good Condition,Professionnel,"73,81",N/A,"57,56",0,0,https://www.ebay.fr/p/15053002552?iid=156256119222&rt=nc
Xiaomi Redmi Note 12 Pro+ 5G 256GB 8/12GB RAM Dual SIM 120W Charge 200MP Camera,Professionnel,"279,44  à 288,72",N/A,Livraison gratuite,0,0,https://www.ebay.fr/itm/395465076031?itmmeta=01J0C5DGJ3R7QGE307GR296FTR&hash=item5c138e2d3f:g:pfkAAOSwjChmaXIg&var=664176075594
New Unlocked Smartphone 2022 512GB 12GB 7.8-inch Full-Screen Smartphone,Professionnel,"148,53",N/A,"31,82",0,0,https://www.ebay.fr/itm/276471176071?itmmeta=01J0C5DGJ3V1DMW63ZZKE9FMQV&hash=item405ef75b87:g:GYsAAOSwd5hmR5-D
"MOTOROLA 60IC (ALLTEL) CLEAN ESN, UNTESTED, PLEASE READ!! 58692",Professionnel,"12,90",N/A,"245,95",0,0,https://www.ebay.fr/itm/186211218457?itmmeta=01J0C5DGJ3YGT7KK6FFGWFHWH2&hash=item2b5b0db419:g:z4EAAOSwH35lfNS-
"Smartphone Sony Xperia XZs Dual SIM G8342 Single SIM G8341 32GB 5.2""",Professionnel,"97,16  à 101,81",N/A,Livraison gratuite,0,0,https://www.ebay.fr/itm/364501650705?itmmeta=01J0C5DGJ3HZARFNBYGKDBCP4B&hash=item54ddfdcd11:g:UZQAAOSwA99iXnTT&var=634005274684
Estate Find Nokia 2180 Untested As Is Parts / Repair Very Rare Blue Pattern Read,Particulier,"37,13",N/A,"67,95",0,0,https://www.ebay.fr/itm/126204109245?itmmeta=01J0C5DGJ38301NXPW7EHSEFRM&hash=item1d6259e1bd:g:Q~UAAOSwsAllYQcY
Sony Xperia XA2 Plus Dual SIM H4493 64GB H4413 32GB H3413 Single SIM 32GB Phone,Professionnel,"130,79  à 141,93",N/A,Livraison gratuite,0,0,https://www.ebay.fr/itm/196040388322?itmmeta=01J0C5DGJ3V22W9KDWJP9N3MEA&hash=item2da4eaeee2:g:4OAAAOSwMzhiZ7Tb&var=495900121078
7 (KF6) 4/128 Go 2SIM 3G / LTE / GPS vert débloqué,Particulier,"208,38",N/A,Livraison gratuite,0,0,https://www.ebay.fr/itm/285881317919?itmmeta=01J0C5DGJ3VMCQ4Q83CC2EDT19&hash=item428fdaba1f:g:BBMAAOSw-C1jmIB3
Nouvelle annoncefor Moto Edge Plus Case Motorola Edge+ 2020 Heavy Duty Shockproof Phone Cover,Particulier,"17,60",N/A,"27,24",0,0,https://www.ebay.fr/itm/126528237173?itmmeta=01J0C5DGJ3VG0N5XG7WXFTPEVH&hash=item1d75abae75:g:9rwAAOSwaTpmaxLI
Nouvelle annoncefor Moto Edge Plus Case Motorola Edge+ 2020 Heavy Duty Shockproof Phone Cover,Particulier,"17,56",N/A,"27,24",0,0,https://www.ebay.fr/itm/126528237174?itmmeta=01J0C5DGJ36NPBXR4A1XB8X9H0&hash=item1d75abae76:g:vKEAAOSwSd5maxMp
"SAMSUNG GALAXY MEGA 2 (AT&T) CLEAN ESN, WORKS, PLEASE READ!! 59917",Professionnel,"40,14",N/A,"245,95",0,0,https://www.ebay.fr/itm/186367057113?itmmeta=01J0C5DGJ36ZCF1T55NAKPM83A&hash=item2b64579cd9:g:ifUAAOSwxLNmBb5W
9P 4/64GB 3G / LTE / GPS Green Unlocked,Particulier,"156,02",N/A,Livraison gratuite,0,0,https://www.ebay.fr/itm/285899125647?itmmeta=01J0C5DGJ37ZFF43AE5PNTAYPH&hash=item4290ea738f:g:W88AAOSwZnJjpb79
AT&T Maestro 3 (U626AA) 32GB - Green (GSM Unlocked) (AT&T) - CRACKED - J1593,Professionnel,"26,91",N/A,"27,56",0,0,https://www.ebay.fr/itm/145777996443?itmmeta=01J0C5DGJ3VY73248W5R9AKJS2&hash=item21f10bb29b:g:iRoAAOSw~6dmRO2q
Nouvelle annonceNew mobile smartphone Dialer X9-3 Classic High battery phone dual SIM GSM 4G,Professionnel,"33,78  à 34,06",N/A,Livraison gratuite,0,0,https://www.ebay.fr/itm/364946539416?itmmeta=01J0C5DGJ3EYV9JG88KVJCJBAK&hash=item54f8824398:g:4wUAAOSwDZZmavOr&var=634542177430
"MOTOROLA DROID MINI (VERIZON), WORKS, PLEASE READ! 54290",Professionnel,"8,72",N/A,"245,95",0,0,https://www.ebay.fr/itm/185704669866?itmmeta=01J0C5DGJ35VZBPRTGAKR3MX8B&hash=item2b3cdc62aa:g:McYAAOSwcf1joKrH
CellPhone Samsung Galaxy A11 A115A A115AZ A115T A115U A115V Single SIM 32GB ROM ,Professionnel,"88,68","93,35",Livraison gratuite,0,0,https://www.ebay.fr/p/8045797747?iid=404619851148&var=674611827226&rt=nc
"OPPO R9S Plus 4G LTE 6GB RAM 64GB ROM dual sim Android Smartphone 6""",Professionnel,"80,50","85,64",Livraison gratuite,0,0,https://www.ebay.fr/itm/176294332992?itmmeta=01J0C5DGJ3W33HSZA2ZZDFDCK7&hash=item290bf60a40:g:8UQAAOSwRH1eAOJF&var=475777865910
Original HTC G6 Legend A6363 GPS WIFI 1300mAh 5MP Unlocked 3G Cell Phone,Professionnel,"67,32","70,86",Livraison gratuite,0,0,https://www.ebay.fr/itm/363532566628?itmmeta=01J0C5DGJ3SGCEHC842W7GFAX6&hash=item54a43ac064:g:UeoAAOSwLVZVrl76&var=632756339811
"POSH REVEL PRO X510A (UNLOCKED CARRIER) CLEAN ESN, WORKS, PLEASE READ!! 57683",Professionnel,"27,93",N/A,"245,95",0,0,https://www.ebay.fr/itm/175943648455?itmmeta=01J0C5DGJ34F77P2CQ4ZA5S6MY&hash=item28f70f04c7:g:X4QAAOSwQoRlHxZw
KG5m 2/32 Go 3G / LTE / GPS argent débloqué,Particulier,"123,57",N/A,Livraison gratuite,0,0,https://www.ebay.fr/itm/285882611337?itmmeta=01J0C5DGJ3JC96PGFAFSTT8WXX&hash=item428fee7689:g:FkcAAOSwFqVjlyc6
Sony Ericsson T250i 2G - Téléphone de base argent - état inconnu,Particulier,"15,35",N/A,"29,57",0,0,https://www.ebay.fr/itm/313660557540?itmmeta=01J0C5DGJ3VYEHR3MFCF2AT0ND&hash=item4907a048e4:g:Wx0AAOSwrNhhMbiW
Samsung E3309 2G GSM 850 900 1800 1900 3G HSDPA 900 2100 Original Mobile Phone,Professionnel,"46,62",N/A,Livraison gratuite,0,0,https://www.ebay.fr/itm/363793778333?itmmeta=01J0C5DGJ37EBWDYCPR40T3R26&hash=item54b3cc869d:g:iYQAAOSwmBhiTo0R
Original Nokia X2 Dual sim RM-1013 1GB RAM 4GB ROM 3G WCDMA Unlocked Black,Professionnel,"60,43","64,29",Livraison gratuite,0,0,https://www.ebay.fr/itm/175801964076?itmmeta=01J0C5DGJ33QXWTSXD43TZE9JC&hash=item28ee9d162c:g:40YAAOSwZVlXmGKc
Téléphone portable Android Freeyond F9S 2 Go + 64 Go 4 G bleu octa-core débloqué NEUF,Professionnel,"158,82",N/A,Livraison gratuite,0,0,https://www.ebay.fr/itm/235486348563?itmmeta=01J0C5DGJ3F6E8EM4HRYHATCF0&hash=item36d4148513:g:nsEAAOSwnm9lxI1O
CELLULARE ANYCOOL CHERY ROSSO SWEET YEARS DUAL SIM,Particulier,"6,99",N/A,"14,99",0,0,https://www.ebay.fr/itm/176230307044?itmmeta=01J0C5DGJ38VYDG9Q8XPEBNAB7&hash=item29082514e4:g:K3YAAOSwJx1ZtUQH
For Samsung A12 2021 / A125 LCD Touch Screen Assembly Replacement Phone Screen,Professionnel,"20,46","31,96","4,63",0,0,https://www.ebay.fr/itm/395029701661?itmmeta=01J0C5DGJ390CCN26EZY2HVYDF&hash=item5bf99ae41d:g:AxEAAOSwSkllZs0g
"ALCATEL TCL LX (UNKNOWN CARRIER) CLEAN ESN, WORKS, PLEASE READ! 51126",Professionnel,"7,42",N/A,"245,95",0,0,https://www.ebay.fr/itm/175377310594?itmmeta=01J0C5DGJ3CEKC5KE5XMD7TXBG&hash=item28d54d6382:g:U0EAAOSwTEli8Tmj
"ZTE GRAND X4 (CRICKET WIRELESS) CLEAN ESN, WORKS, PLEASE READ!! 59997",Professionnel,"25,89",N/A,"245,95",0,0,https://www.ebay.fr/itm/176318177726?itmmeta=01J0C5DGJ3TKSG4WQNVWHHYSH6&hash=item290d61e1be:g:~x4AAOSwmDxmDcVr
"ALCATEL ONETOUCH 909B - (OPEN MOBILE) CLEAN ESN, WORKS, PLEASE READ!! 35057",Professionnel,"7,42",N/A,"245,95",0,0,https://www.ebay.fr/itm/184215062215?itmmeta=01J0C5DGJ3ZZXEB0HAKTVSYBZF&hash=item2ae412c6c7:g:26oAAOSwRTJecREo
UMIDIGI A11 128GB Smartphone 5150mAh Unlocked Factory Dual SIM GSM+CDMA Good,Professionnel,"92,85","265,26","29,88",0,0,https://www.ebay.fr/itm/186207639675?itmmeta=01J0C5DGJ4NTGSBYPV900KZ7XM&hash=item2b5ad7187b:g:KekAAOSwQ-pg4De5&amdata=enc%3AAQAJAAAA0EGrUA5QWa7NEHw4fHixP%2F4nHP6U3Pzc%2FUf75oBuC%2B8GBH7yv4EkZylqh3AquzZ0wLbWn%2F1g7nIOJ2ZQ5wscLdGZS6EzpdOLqmbOLzwErJSSHKNqJbylzRKSE5l2xzkrhOVd77bWH3bPQ8N9E2J9%2BcCTCCnFTxNnVU6iJNlX8%2B5P%2FXETBn2iSmowkt0WKFesFfzbMpVugKMqsxzD%2B9cH7SXSrwAug5imBKyTCxmXI9%2F3pvCzBLuBHPSuQ414SLaVfJrWhvKYOhZPLu0mzM%2F0ks8%3D%7Ctkp%3ABFBMlom2hYNk
UMIDIGI A9 Pro 8GB+128GB Android Smartphone International Version Unlocked 4G,Professionnel,"130,03","206,39","31,17",0,0,https://www.ebay.fr/itm/285783879899?itmmeta=01J0C5DGJ4BKBTFJERSA7RVHRX&hash=item428a0bf0db:g:mMsAAOSw10NhzC5M&amdata=enc%3AAQAJAAAA0OfwmKmyqVR7YWSg44OH%2FRGUyqdra1fj2V35v41cY17FRgbkD%2BlN3uCDodTI41--jae9UE%2BRxgDbqwzGkJjB6V1uZLMsttP9aSR9Kdubs3gXyic7DOEICcd6Rf81P4M0fnrMqhsiwzL%2BRJfF8todD5f23KhM8DfbbQGs8uF3NgfyKIIu8ZWzNZ9zuzV8QQ2If%2BkINrSQKPKeQMx4cqnx99%2BhRVZCFI4dj3NNVSFZNOjgqZKhL9TOGTXNWJ14CBYi1OJLOpy9KzW33SF3ROwu8UU%3D%7Ctkp%3ABFBMlom2hYNk
X93 2/16 Go 3G/LTE noir débloqué,Particulier,"119,79",N/A,Livraison gratuite,0,0,https://www.ebay.fr/itm/285882611323?itmmeta=01J0C5DQPCQWB3382HM7DNBY07&hash=item428fee767b:g:PhkAAOSwAABjmFJ-
"UNKNOWN TCL (UNKNOWN CARRIER) UNKNOWN ESN, WORKS, PLEASE READ! 49834",Professionnel,"7,42",N/A,"245,95",0,0,https://www.ebay.fr/itm/175330178184?itmmeta=01J0C5DQPCXSW2KJR53P19XB2W&hash=item28d27e3488:g:vTsAAOSwL5Zitcda
"Original LG SPIRIT 4G LTE H440N H440 Unlocked Android 4.7"" 8MP 4G QUAD-CORE WIFI",Professionnel,"67,35","71,65",Livraison gratuite,0,0,https://www.ebay.fr/itm/325827350330?itmmeta=01J0C5DQPCGXG0Z90JKGDYTJD4&hash=item4bdcd2cf3a:g:x3sAAOSwAKxWUrf4&var=514871216669
"Family Mobile By T-Mobile - Motorola Moto G Pure 32GB 6.5"" 8 Core - New, Sealed",Particulier,"44,52","55,66","28,18",0,0,https://www.ebay.fr/itm/134837658360?itmmeta=01J0C5DQPC0TBM1THSMADHGFCD&hash=item1f64f362f8:g:CUAAAOSwtdlla-yE
"11 4/128GB 3G / LTE / GPS 6.43"", AMOLED, 2400x1080 /Snapdragon 680 Blue Unlocked",Particulier,"195,48",N/A,Livraison gratuite,0,0,https://www.ebay.fr/itm/285865511311?itmmeta=01J0C5DQPCKH21GYZB3MW517CZ&hash=item428ee9898f:g:rkQAAOSwz-VjKF7O
Nokia 5130 NK402 Teléfono Móvil Libre Precioso Retro Teléfono Con Batería Pack,Professionnel,"57,94",N/A,"11,58",0,0,https://www.ebay.fr/itm/333892720676?itmmeta=01J0C5DQPCW2N95ZC1YQSSS6BN&hash=item4dbd8e9824:g:QocAAMXQAx9RMSt2
Samsung Galaxy J7 (2018) J737T T-Mobile J737V Verizon J737P Sprint J737A AT&T,Professionnel,"75,09",N/A,Livraison gratuite,0,0,https://www.ebay.fr/p/25024146937?iid=276349362410&var=578817839322&rt=nc
"MOTOROLA MOTO G 5G (UNKNOWN CARRIER) CLEAN ESN, WORKS, PLEASE READ!! 55883",Professionnel,"21,69",N/A,"245,95",0,0,https://www.ebay.fr/itm/185874088431?itmmeta=01J0C5DQPCBKXRAVET7SED9K7N&hash=item2b46f581ef:g:us8AAOSw3jZkS-kk
4G LTE Y67L VIVO Y67 Dual SIM 4GB RAM 32GB ROM Android Original Phone,Professionnel,"58,63","62,37",Livraison gratuite,0,0,https://www.ebay.fr/itm/256506272625?itmmeta=01J0C5DQPCVJZZTF9107GK4V2H&hash=item3bb8f71b71:g:YNkAAOSw9IRhuEN~&var=556707058088
Original Samsung Galaxy Win i8552 Dual SIM Quad core Unlocked 3G GPS WIFI 4GB,Professionnel,"59,96","63,12",Livraison gratuite,0,0,https://www.ebay.fr/itm/402538641295?itmmeta=01J0C5DQPCZKADV62MSGJFAZX4&hash=item5db92c378f:g:Ya8AAOSwvddfljqV&var=672787564670
Original Phone LG A395 Quad SIM Keyboard 2G GSM 850 900 1800 1900 Mobile Phone,Professionnel,"67,33","71,62",Livraison gratuite,0,0,https://www.ebay.fr/itm/195907196235?itmmeta=01J0C5DQPCS11K4E1GYMN2XMT2&hash=item2d9cfa954b:g:c5cAAOSwTzpiQWSQ
Samsung - Silver (Verizon) Cellular Phone,Particulier,"6,50",N/A,"33,30",0,0,https://www.ebay.fr/p/99942444?iid=404254866603&rt=nc
X9 Pro 4/64 Go 3G / LTE / GPS vert débloqué,Particulier,"190,11",N/A,Livraison gratuite,0,0,https://www.ebay.fr/itm/285881317901?itmmeta=01J0C5DQPCAEAQGRFERBDZ4B3K&hash=item428fdaba0d:g:zbgAAOSwhgtjl0rt
ERICSSON EF738 ORIGINALE NUOVO SIGILLATO MAI ACCESO GIACENZA + SCATOLA ACCESSORI,Particulier,"599,99",N/A,"39,99",0,0,https://www.ebay.fr/itm/124863584719?itmmeta=01J0C5DQPCV08W666663X82X40&hash=item1d127319cf:g:uC8AAOSwoBtW3IvN
Nokia 918+ Cell Phone - Vintage Collector UNTESTED,Particulier,"13,93",N/A,"34,95",0,0,https://www.ebay.fr/itm/404458875041?itmmeta=01J0C5DQPCPBN357G5PDY3C5MW&hash=item5e2ba0a8a1:g:4iMAAOSwpplk6Tmf
